Report Title,Type,Field Name,Field Description,Order,Order of Report in System
Daily>Activity Detail,Columns,Diag Cat 2,Diagnosis Category 2,96,62
Daily>Activity Detail,Columns,Diag Cat 3,Diagnosis Category 3,97,62
Daily>Activity Detail,Columns,Diag Cat 4,Diagnosis Category 4,98,62
Daily>Activity Detail,Columns,Diag 1,Diagnosis Code 1,99,62
Daily>Activity Detail,Columns,Diag 2,Diagnosis Code 2,100,62
Daily>Activity Detail,Columns,Diag 3,Diagnosis Code 3,101,62
Daily>Activity Detail,Columns,Diag 4,Diagnosis Code 4,102,62
Daily>Activity Detail,Columns,Diag Desc 1,Diagnosis Description 1,103,62
Daily>Activity Detail,Columns,Diag Desc 2,Diagnosis Description 2,104,62
Daily>Activity Detail,Columns,Diag Desc 3,Diagnosis Description 3,105,62
Daily>Activity Detail,Columns,Diag Desc 4,Diagnosis Description 4,106,62
Daily>Activity Detail,Columns,Diag Sub1 Grp 1,Diagnosis Sub1 Grouping 1,107,62
Daily>Activity Detail,Columns,Diag Sub2 Grp 1,Diagnosis Sub2 Grouping 1,108,62
Daily>Activity Detail,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,109,62
Daily>Activity Detail,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,110,62
Daily>Activity Detail,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,111,62
Daily>Activity Detail,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,112,62
Daily>Activity Detail,Columns,Diag Sub1 Grp 3,Diagnosis Sub1 Grouping 3,113,62
Daily>Activity Detail,Columns,Diag Sub2 Grp 3,Diagnosis Sub2 Grouping 3,114,62
Daily>Activity Detail,Columns,DiagSub1 Grp 4,Diagnosis Sub1 Grouping 4,115,62
Daily>Activity Detail,Columns,DiagSub2 Grp 4,Diagnosis Sub2 Grouping 4,116,62
Daily>Activity Detail,Columns,Diag Type 1,Diagnosis Type 1,117,62
Daily>Activity Detail,Columns,Diag Type 2,Diagnosis Type 2,118,62
Daily>Activity Detail,Columns,Diag Type 3,Diagnosis Type 3,119,62
Daily>Activity Detail,Columns,Diag Type 4,Diagnosis Type 4,120,62
Daily>Activity Detail,Columns,Modality,Service Item Modality,121,62
Daily>Activity Detail,Columns,Component,Service Item Component,122,62
Daily>Activity Detail,Columns,Place Of Serv,Race Of Service,123,62
Daily>Activity Detail,Columns,Race of Serv Code,,124,62
Daily>Activity Detail,Columns,Rv Cd,Service Item Revenue Code,125,62
Daily>Activity Detail,Columns,Aft Care,Service Item After Care Days,126,62
Daily>Activity Detail,Columns,Payer Name,Payer Name,127,62
Daily>Activity Detail,Columns,Contracted Ind,Contracted Payer Indicator,128,62
Daily>Activity Detail,Columns,Fin Class,Financial Class,129,62
Daily>Activity Detail,Columns,Notes,,130,62
Daily>Activity Detail,Columns,Void,Charge Void Indicator,131,62
Daily>Activity Detail,Columns,Rendering,Charge Rendering Provider,132,62
Daily>Activity Detail,Columns,Void,Charge Void Indicator,133,62
Daily>Activity Detail,Columns,Rendering,Charge Rendering Provider,134,62
Daily>Activity Detail,Columns,Enc Rendering,Encounter Rendering Provider,135,62
Daily>Activity Detail,Columns,Provider SubGrp 1,Provider Subgrouping 1,136,62
Daily>Activity Detail,Columns,Provider SubGrp 2,Provider Subgrouping 2,137,62
Daily>Activity Detail,Columns,Addtl Prov,Addtl Provider,138,62
Daily>Activity Detail,Columns,Admitting,Admitting Provider,139,62
Daily>Activity Detail,Columns,Fst Consult,First Consulting Provider,140,62
Daily>Activity Detail,Columns,Sec Consult,Second Consulting Provider,141,62
Daily>Activity Detail,Columns,Referring,Encounter Referring Provider,142,62
Daily>Activity Detail,Columns,Enc Referring Addr 1,,143,62
Daily>Activity Detail,Columns,Enc Referring Addr 2,,144,62
Daily>Activity Detail,Columns,Enc Referring City,,145,62
Daily>Activity Detail,Columns,Enc Referring State,,146,62
Daily>Activity Detail,Columns,Enc Referring Zip,,147,62
Daily>Activity Detail,Columns,Enc Referring County,,148,62
Daily>Activity Detail,Columns,Chg Referring,Charge Referring Provider,149,62
Daily>Activity Detail,Columns,Referring UPIN #,,150,62
Daily>Activity Detail,Columns,Supervisor,Supervising Provider,151,62
Daily>Activity Detail,Columns,Onset Dt,Onset Date,152,62
Daily>Activity Detail,Columns,Onset Tm,Onset Time,153,62
Daily>Activity Detail,Columns,Status,Encounter/Charge Status,154,62
Daily>Activity Detail,Columns,Onset Tm,Onset Time,155,62
Daily>Activity Detail,Columns,Status,Encounter/Charge Status,156,62
Daily>Activity Detail,Columns,Inv Desc 1,Invoice Description 1,157,62
Daily>Activity Detail,Columns,Inv Desc 2,Invoice Description 2,158,62
Daily>Activity Detail,Columns,RVD Desc,,159,62
Daily>Activity Detail,Columns,Value Code,,160,62
Daily>Activity Detail,Columns,Occur Code,,161,62
Daily>Activity Detail,Columns,Pat Sts,Patient Status,162,62
Daily>Activity Detail,Columns,Pat Sts Rsn,Patient Status Reason,163,62
Daily>Activity Detail,Columns,Qual Enc,Qualifying Encounter Indicator,164,62
Daily>Activity Detail,Columns,Out,Outsource Indicator,165,62
Daily>Activity Detail,Columns,Out Dt,Outsource Date,166,62
Daily>Activity Detail,Columns,Out Agency,Outsource Agency,167,62
Daily>Activity Detail,Columns,Reminder Call Opt 0.,Enterprise Client Defined 1,168,62
Daily>Activity Detail,Columns,Base Unit,Base Unit,169,62
Daily>Activity Detail,Columns,Beg Tm,Begin Time,170,62
Daily>Activity Detail,Columns,End Tm,End Time,171,62
Daily>Activity Detail,Columns,Tot Tm,Total Time,172,62
Daily>Activity Detail,Columns,Alt Code,Alternate Code,173,62
Daily>Activity Detail,Columns,Quad,Quadrant,174,62
Daily>Activity Detail,Columns,Tooth,,175,62
Daily>Activity Detail,Columns,Surface,,176,62
Daily>Activity Detail,Columns,Tooth,,177,62
Daily>Activity Detail,Columns,Surface,,178,62
Daily>Activity Detail,Columns,Form,,179,62
Daily>Activity Detail,Columns,SF Desc,Sliding Fee Description,180,62
Daily>Activity Detail,Columns,Hist Fm Sz,Historical Head of Household Family Size,181,62
Daily>Activity Detail,Columns,Hist Fm Inc,Historical Head of Household Family Income,182,62
Daily>Activity Detail,Columns,Fm Sz,Head of Household Family Size,183,62
Daily>Activity Detail,Columns,Fm Inc,Head of Household Family Income,184,62
Daily>Activity Detail,Columns,Ref,Refused To Report Income,185,62
Daily>Activity Detail,Columns,Disc%,Sliding Fee Discount Percentage,186,62
Daily>Activity Detail,Columns,Pet Poverty,Percent of Poverty,187,62
Daily>Activity Detail,Columns,Poverty Cat,Poverty Category,188,62
Daily>Activity Detail,Columns,Narrative,,189,62
Daily>Activity Detail,Columns,Crt Dt,Create Date,190,62
Daily>Activity Detail,Columns,Mod Dt,Last Modified Date,191,62
Daily>Activity Detail,Columns,Modified By,Last Modified By,192,62
Daily>Activity Detail,Columns,Facility,Facility,193,62
Daily>Activity Detail,Columns,Addr 1,Address 1,194,62
Daily>Activity Detail,Columns,Addr 2,Address 2,195,62
Daily>Activity Detail,Columns,State,,196,62
Daily>Activity Detail,Columns,SSN #,,197,62
Daily>Activity Detail,Columns,Med Rec #,,198,62
Daily>Activity Detail,Columns,SSN #,,199,62
Daily>Activity Detail,Columns,Med Rec S,,200,62
Daily>Activity Detail,Columns,Hm Phone,Home Phone,201,62
Daily>Activity Detail,Columns,Employer Desc,,202,62
Daily>Activity Detail,Columns,Guar Name,Guarantor Name,203,62
Daily>Activity Detail,Columns,Guar Addr 1,,204,62
Daily>Activity Detail,Columns,Guar Addr 2,,205,62
Daily>Activity Detail,Columns,Guar State,,206,62
Daily>Activity Detail,Columns,Guar City,,207,62
Daily>Activity Detail,Columns,Guar Zip,,208,62
Daily>Activity Detail,Columns,Guar Phone,Guarantor Phone,209,62
Daily>Activity Detail,Columns,Guar Employer,,210,62
Daily>Activity Detail,Columns,Guar Relationship,,211,62
Daily>Activity Detail,Columns,Primary Ins Name,,212,62
Daily>Activity Detail,Columns,Primary Ins Addr 1,,213,62
Daily>Activity Detail,Columns,Primary Ins Addr 2,,214,62
Daily>Activity Detail,Columns,Primary Ins City,,215,62
Daily>Activity Detail,Columns,Primary Ins State,,216,62
Daily>Activity Detail,Columns,Primary Ins Zip,,217,62
Daily>Activity Detail,Columns,Primary Ins Grp Name,Group Name,218,62
Daily>Activity Detail,Columns,Primary Ins Grp #,,219,62
Daily>Activity Detail,Columns,Primary Pol #,,220,62
Daily>Activity Detail,Columns,Primary Ins Grp #,,221,62
Daily>Activity Detail,Columns,Primary Pol #,,222,62
Daily>Activity Detail,Columns,Primary Ins Subscr N..,,223,62
Daily>Activity Detail,Columns,Primary Ins Subscr R…,,224,62
Daily>Activity Detail,Columns,Second Ins Name,,225,62
Daily>Activity Detail,Columns,Second Ins Addr 1,,226,62
Daily>Activity Detail,Columns,Second Ins Addr 2,,227,62
Daily>Activity Detail,Columns,Second Ins City,,228,62
Daily>Activity Detail,Columns,Second Ins State ,,229,62
Daily>Activity Detail,Columns,Second Ins Zip,,230,62
Daily>Activity Detail,Columns,Second Ins Grp Name,,231,62
Daily>Activity Detail,Columns,Second Ins Grp #,,232,62
Daily>Activity Detail,Columns,Second Pol #,,233,62
Daily>Activity Detail,Columns,Second Ins Subscr N…,,234,62
Daily>Activity Detail,Columns,Second Ins Subscr R…,,235,62
Daily>Activity Detail,Columns,Third Ins Name,,236,62
Daily>Activity Detail,Columns,Provider Addr 1,,237,62
Daily>Activity Detail,Columns,Provider Addr 2,,238,62
Daily>Activity Detail,Columns,Provider City,,239,62
Daily>Activity Detail,Columns,Provider Zip,,240,62
Daily>Activity Detail,Columns,Provider Phone,,241,62
Daily>Activity Detail,Columns,Provider State,,242,62
Daily>Activity Detail,Columns,Provider Zip,,243,62
Daily>Activity Detail,Columns,Provider Phone,,244,62
Daily>Activity Detail,Columns,Provider #,,245,62
Daily>Activity Detail,Columns,Provider Tax ID,,246,62
Daily>Activity Detail,Columns,Provider CLIA,,247,62
Daily>Activity Detail,Columns,Type of Service,,248,62
Daily>Activity Detail,Columns,Service Auth ,,249,62
Daily>Activity Detail,Columns,Referral Nbr,Referral Code,250,62
Daily>Activity Detail,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,251,62
Daily>Activity Detail,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,252,62
Daily>Activity Detail,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,253,62
Daily>Activity Detail,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,254,62
Daily>Activity Detail,Columns,Prim Enc Rate SIM,Primary Encounter Rate Service Item,255,62
Daily>Activity Detail,Columns,Prim Enc Rate Ami,Primary Encounter Rate Amount,256,62
Daily>Activity Detail,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,257,62
Daily>Activity Detail,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,258,62
Daily>Activity Detail,Columns,Ter Enc Rate SIM,Tertiary Encounter Rate Service Item,259,62
Daily>Activity Detail,Columns,Ter Enc Rate Amt,Tertiary Encounter Rate Amt,260,62
Daily>Activity Detail,Columns,Batch Category,,261,62
Daily>Activity Detail,Columns,Dt AppI Placed,Date Appliance Placed,262,62
Daily>Activity Detail,Filter 1,Chq Create Dt,,263,62
Daily>Activity Detail,Filter 1,Chq Process Dt,,264,62
Daily>Activity Detail,Filter 1,Chq Service Date,,265,62
Daily>Activity Detail,Filter 1,Outsource Date,,266,62
Daily>Activity Detail,Filter 1,Tran Post Date,,267,62
Daily>Activity Detail,Filter 1,Tran Process Dt,,268,62
Daily>Activity Detail,Filter 1,Tran Date,,269,62
Daily>Activity Detail,Filter 1,Tran Outsource Dt,,270,62
Daily>Activity Detail,Filter 1,Transaction Type,,271,62
Daily>Activity Detail,Filter 1,Unapplied Tran..,,272,62
Daily>Activity Detail,Filter 1,Outsource,,273,62
Daily>Activity Detail,Filter 1,Void Charges,,274,62
Daily>Activity Detail,Filter 1,Acct Trans,,275,62
Daily>Activity Detail,Settings List,Creator,,276,62
Daily>Activity Detail,Settings List,Diagnosis Category,,277,62
Daily>Activity Detail,Settings List,Diagnosis Codes,,278,62
Daily>Activity Detail,Settings List,Diagnosis SubGroup 1,,279,62
Daily>Activity Detail,Settings List,Diagnosis SubGroup 2,,280,62
Daily>Activity Detail,Settings List,Fin Class,,281,62
Daily>Activity Detail,Settings List,Location SubGrp 1,,282,62
Daily>Activity Detail,Settings List,Location SubGrp 2,,283,62
Daily>Activity Detail,Settings List,Locations,,284,62
Daily>Activity Detail,Settings List,Payers,,285,62
Daily>Activity Detail,Settings List,Practices,,286,62
Daily>Activity Detail,Settings List,Provider SubGrp 1,,287,62
Daily>Activity Detail,Settings List,Provider SubGrp 2,,288,62
Daily>Activity Detail,Settings List,Referring Phys,,289,62
Daily>Activity Detail,Settings List,Rendering Phys,,290,62
Daily>Activity Detail,Settings List,Secondary Payers,,291,62
Daily>Activity Detail,Settings List,Service Item,,292,62
Daily>Activity Detail,Settings List,Sliding Fee Schedules,,293,62
Daily>Activity Detail,Settings List,Tertiary Payers,,294,62
Daily>By Line Item>Adjustments,Columns,Prac Name,Practice Name,1,63
Daily>By Line Item>Adjustments,Columns,Sect Name,Section Name,2,63
Daily>By Line Item>Adjustments,Columns,Loc Name,Location Name,3,63
Daily>By Line Item>Adjustments,Columns,Location SubGrp 1,Location Subgrouping 1,4,63
Daily>By Line Item>Adjustments,Columns,Location SubGrp 2,Location Subgrouping 2,5,63
Daily>By Line Item>Adjustments,Columns,Post Date,,6,63
Daily>By Line Item>Adjustments,Columns,Proc Dt,Process Date,7,63
Daily>By Line Item>Adjustments,Columns,Ovr Proc Dt,,8,63
Daily>By Line Item>Adjustments,Columns,Ba Dt,Batch Date,9,63
Daily>By Line Item>Adjustments,Columns,Bt Nbr,Batch Number,10,63
Daily>By Line Item>Adjustments,Columns,Bt Desc,Batch Description,11,63
Daily>By Line Item>Adjustments,Columns,Track Desc,Tracking Description,12,63
Daily>By Line Item>Adjustments,Columns,Tran Notes,Transaction Notes,13,63
Daily>By Line Item>Adjustments,Columns,E/I/A/B,Source Number,14,63
Daily>By Line Item>Adjustments,Columns,Dttl E/I/A/B,,15,63
Daily>By Line Item>Adjustments,Columns,Src Type,Source Type,16,63
Daily>By Line Item>Adjustments,Columns,Name,Patient Name,17,63
Daily>By Line Item>Adjustments,Columns,Per Nbr,Person Number,18,63
Daily>By Line Item>Adjustments,Columns,Addr 1,Address 1,19,63
Daily>By Line Item>Adjustments,Columns,Addr 2,Address 2,20,63
Daily>By Line Item>Adjustments,Columns,City,City,21,63
Daily>By Line Item>Adjustments,Columns,State,State,22,63
Daily>By Line Item>Adjustments,Columns,City,City,23,63
Daily>By Line Item>Adjustments,Columns,State,State,24,63
Daily>By Line Item>Adjustments,Columns,Zip,Zip Code,25,63
Daily>By Line Item>Adjustments,Columns,County,County,26,63
Daily>By Line Item>Adjustments,Columns,Gender Desc,Gender Description,27,63
Daily>By Line Item>Adjustments,Columns,Birth Dt,Birth Date,28,63
Daily>By Line Item>Adjustments,Columns,Pat Age,Patient Age,29,63
Daily>By Line Item>Adjustments,Columns,Pat Age in Years,Patient Age in Years,30,63
Daily>By Line Item>Adjustments,Columns,Pat Age in Months,Patient Age in Months,31,63
Daily>By Line Item>Adjustments,Columns,Pat Age in Years (D..,Patient Age in Years on the Date Of Service,32,63
Daily>By Line Item>Adjustments,Columns,Pat Age in Months (D..,Patient Age in Months on the Date Of Sen/ice,33,63
Daily>By Line Item>Adjustments,Columns,Md Rc,Medical Record Number,34,63
Daily>By Line Item>Adjustments,Columns,Insured Name,,35,63
Daily>By Line Item>Adjustments,Columns,Pat Type,Patient Type,36,63
Daily>By Line Item>Adjustments,Columns,Case Nbr,Case Management Number,37,63
Daily>By Line Item>Adjustments,Columns,Case Desc,Case Management Description,38,63
Daily>By Line Item>Adjustments,Columns,Case Sts,Case Management Status,39,63
Daily>By Line Item>Adjustments,Columns,Case Emp,Case Management Employer,40,63
Daily>By Line Item>Adjustments,Columns,Billed Amt,Billed Amount,41,63
Daily>By Line Item>Adjustments,Columns,Aprv Amt,Approved Amount,42,63
Daily>By Line Item>Adjustments,Columns,Alwd Amt,Allowed Amount,43,63
Daily>By Line Item>Adjustments,Columns,Tran Dt,Transaction Date,44,63
Daily>By Line Item>Adjustments,Columns,Alwd Amt,Allowed Amount,45,63
Daily>By Line Item>Adjustments,Columns,Tran Dt,Transaction Date,46,63
Daily>By Line Item>Adjustments,Columns,Tran Cd,Transaction Code,47,63
Daily>By Line Item>Adjustments,Columns,Resp Nbf,Credit Card Transaction Response Number,48,63
Daily>By Line Item>Adjustments,Columns,Adj Amt,Adjustment Amount,49,63
Daily>By Line Item>Adjustments,Columns,Tran Status,Transaction Status,50,63
Daily>By Line Item>Adjustments,Columns,Rsn Cds/Remarks,,51,63
Daily>By Line Item>Adjustments,Columns,Ded Amt,Deductible Amount,52,63
Daily>By Line Item>Adjustments,Columns,Source,,53,63
Daily>By Line Item>Adjustments,Columns,Dt of Svc,Date of Service,54,63
Daily>By Line Item>Adjustments,Columns,CPT4,,55,63
Daily>By Line Item>Adjustments,Columns,CPT4 Desc,CPT4 Description,56,63
Daily>By Line Item>Adjustments,Columns,Lib Name,Library Name,57,63
Daily>By Line Item>Adjustments,Columns,Sv It,Service Item ID,58,63
Daily>By Line Item>Adjustments,Columns,Sv It Desc,Service Item Description,59,63
Daily>By Line Item>Adjustments,Columns,Cob1 Amt,COB1 Amount,60,63
Daily>By Line Item>Adjustments,Columns,Cob2 Amt,COB2 Amount,61,63
Daily>By Line Item>Adjustments,Columns,Cob3 Amt,COB3 Amount,62,63
Daily>By Line Item>Adjustments,Columns,Pat Amt,Patient Amount,63,63
Daily>By Line Item>Adjustments,Columns,Bad Debt,,64,63
Daily>By Line Item>Adjustments,Columns,Self Less Bad Debt,,65,63
Daily>By Line Item>Adjustments,Columns,Unit Price,Charge Unit Price,66,63
Daily>By Line Item>Adjustments,Columns,Self Less Bad Debt,,67,63
Daily>By Line Item>Adjustments,Columns,Unit Price,Charge Unit Price,68,63
Daily>By Line Item>Adjustments,Columns,Count,Count,69,63
Daily>By Line Item>Adjustments,Columns,Work RVU,RVU 1,70,63
Daily>By Line Item>Adjustments,Columns,Work RVU Total,RVU 1 Total,71,63
Daily>By Line Item>Adjustments,Columns,Non Facility PE RVU,RVU 2,72,63
Daily>By Line Item>Adjustments,Columns,Non Facility PE RVU.,RVU 2 Total,73,63
Daily>By Line Item>Adjustments,Columns,Facility PE RVU,RVU 3,74,63
Daily>By Line Item>Adjustments,Columns,Facility PE RVU Total,RVU 3 Total,75,63
Daily>By Line Item>Adjustments,Columns,2012 Work RVU,RVU 4,76,63
Daily>By Line Item>Adjustments,Columns,2012 Work RVU Total,RVU 4 Total,77,63
Daily>By Line Item>Adjustments,Columns,2013 Work RVU,RVU 5,78,63
Daily>By Line Item>Adjustments,Columns,2013 Work RVU Total,RVU 5 Total,79,63
Daily>By Line Item>Adjustments,Columns,2014 Work RVU,RVU 6,80,63
Daily>By Line Item>Adjustments,Columns,2014 Work RVU Total,RVU 6 Total,81,63
Daily>By Line Item>Adjustments,Columns,RVU 7,RVU 7,82,63
Daily>By Line Item>Adjustments,Columns,RVU Total 7,RVU 7 Total,83,63
Daily>By Line Item>Adjustments,Columns,RVU 8,RVU 8,84,63
Daily>By Line Item>Adjustments,Columns,RVU Total 8,RVU 8 Total,85,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 1,Diagnosis Category' 1,86,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 2,Diagnosis Category 2,87,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 3,Diagnosis Category 3,88,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 2,Diagnosis Category 2,89,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 3,Diagnosis Category 3,90,63
Daily>By Line Item>Adjustments,Columns,Diag Cat 4,Diagnosis Category 4,91,63
Daily>By Line Item>Adjustments,Columns,Diag 1,Diagnosis Code 1,92,63
Daily>By Line Item>Adjustments,Columns,Diag 2,Diagnosis Code 2,93,63
Daily>By Line Item>Adjustments,Columns,Diag 3,Diagnosis Code 3,94,63
Daily>By Line Item>Adjustments,Columns,Diag 4,Diagnosis Code 4,95,63
Daily>By Line Item>Adjustments,Columns,Diag Desc 1,Diagnosis Description 1,96,63
Daily>By Line Item>Adjustments,Columns,Diag Desc 2,Diagnosis Description 2,97,63
Daily>By Line Item>Adjustments,Columns,Diag Desc 3,Diagnosis Description 3,98,63
Daily>By Line Item>Adjustments,Columns,Diag Desc 4,Diagnosis Description 4,99,63
Daily>By Line Item>Adjustments,Columns,Diag Sub1 Grp 1,Diagnosis Sub1 Grouping 1,100,63
Daily>By Line Item>Adjustments,Columns,Diag Sub2 Grp 1,Diagnosis Sub2 Grouping 1,101,63
Daily>By Line Item>Adjustments,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,102,63
Daily>By Line Item>Adjustments,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,103,63
Daily>By Line Item>Adjustments,Columns,Diag Sub1 Grp 3,Diagnosis Sub1 Grouping 3,104,63
Daily>By Line Item>Adjustments,Columns,Diag Sub2 Grp 3,Diagnosis Sub2 Grouping 3,105,63
Daily>By Line Item>Adjustments,Columns,Diag Sub1 Grp 4,Diagnosis Sub1 Grouping 4,106,63
Daily>By Line Item>Adjustments,Columns,Diag Sub2 Grp 4,Diagnosis Sub2 Grouping 4,107,63
Daily>By Line Item>Adjustments,Columns,Diag Type 1,Diagnosis Type 1,108,63
Daily>By Line Item>Adjustments,Columns,Diag Type 2,Diagnosis Type 2,109,63
Daily>By Line Item>Adjustments,Columns,Diag Type 3,Diagnosis Type 3,110,63
Daily>By Line Item>Adjustments,Columns,Diag Type 2,Diagnosis Type 2,111,63
Daily>By Line Item>Adjustments,Columns,Diag Type 3,Diagnosis Type 3,112,63
Daily>By Line Item>Adjustments,Columns,Diag Type 4,Diagnosis Type 4,113,63
Daily>By Line Item>Adjustments,Columns,Department,Service Item Department,114,63
Daily>By Line Item>Adjustments,Columns,Modality,Service Item Modality,115,63
Daily>By Line Item>Adjustments,Columns,Component,Service Item Component,116,63
Daily>By Line Item>Adjustments,Columns,Place Of Serv,Place Of Service,117,63
Daily>By Line Item>Adjustments,Columns,Rv Cd,Service Item Revenue Code,118,63
Daily>By Line Item>Adjustments,Columns,Aft Care,Service Item After Care Days,119,63
Daily>By Line Item>Adjustments,Columns,Payer Name,Payer Name,120,63
Daily>By Line Item>Adjustments,Columns,Fin Class,Financial Class,121,63
Daily>By Line Item>Adjustments,Columns,Rendering,Charge Rendering Provider,122,63
Daily>By Line Item>Adjustments,Columns,Enc Rendering,Encounter Rendering Provider,123,63
Daily>By Line Item>Adjustments,Columns,Provider SubGrp 1,Provider Subgrouping 1,124,63
Daily>By Line Item>Adjustments,Columns,Provider SubGrp 2,Provider Subgrouping 2,125,63
Daily>By Line Item>Adjustments,Columns,Addtl Prov,Addtl Provider,126,63
Daily>By Line Item>Adjustments,Columns,Admitting,Admitting Provider,127,63
Daily>By Line Item>Adjustments,Columns,Fst Consult,First Consulting Provider,128,63
Daily>By Line Item>Adjustments,Columns,Sec Consult,Second Consulting Provider,129,63
Daily>By Line Item>Adjustments,Columns,Enc Referring,Encounter Referring Provider,130,63
Daily>By Line Item>Adjustments,Columns,Chg Referring,Charge Referring Provider,131,63
Daily>By Line Item>Adjustments,Columns,Supervisor,Supervising Provider,132,63
Daily>By Line Item>Adjustments,Columns,Chg Referring,Charge Referring Provider,133,63
Daily>By Line Item>Adjustments,Columns,Supervisor,Supervising Provider,134,63
Daily>By Line Item>Adjustments,Columns,Facility,Facility,135,63
Daily>By Line Item>Adjustments,Columns,Inv Desc 1,Invoice Description 1,136,63
Daily>By Line Item>Adjustments,Columns,Inv Desc 2,Invoice Description 2,137,63
Daily>By Line Item>Adjustments,Columns,First Bill Dt,Final Bill Date,138,63
Daily>By Line Item>Adjustments,Columns,Lst Bill Dt,Last BiII Date,139,63
Daily>By Line Item>Adjustments,Columns,Qual Enc,Qualifying Encounter Indicator,140,63
Daily>By Line Item>Adjustments,Columns,Charge Notes,Notes,141,63
Daily>By Line Item>Adjustments,Columns,RV Desc,,142,63
Daily>By Line Item>Adjustments,Columns,Value Code,,143,63
Daily>By Line Item>Adjustments,Columns,Occur Code,,144,63
Daily>By Line Item>Adjustments,Columns,Out,Outsource Indicator,145,63
Daily>By Line Item>Adjustments,Columns,Out Dt,Outsource Date,146,63
Daily>By Line Item>Adjustments,Columns,Out Agency,Outsource Agency,147,63
Daily>By Line Item>Adjustments,Columns,Col Agency,Collection Agency,148,63
Daily>By Line Item>Adjustments,Columns,Reminder Call Opt 0.,Enterprise Client Defined 1,149,63
Daily>By Line Item>Adjustments,Columns,Base Unit,Base Unit,150,63
Daily>By Line Item>Adjustments,Columns,Beg Tm,Begin Time,151,63
Daily>By Line Item>Adjustments,Columns,End Tm,End Time,152,63
Daily>By Line Item>Adjustments,Columns,Tot Tm,Total Time,153,63
Daily>By Line Item>Adjustments,Columns,Alt Code,Alternate Code,154,63
Daily>By Line Item>Adjustments,Columns,Tot Tm,Total Time,155,63
Daily>By Line Item>Adjustments,Columns,Alt Code,Alternate Code,156,63
Daily>By Line Item>Adjustments,Columns,Sl Desc,Sliding Fee Description,157,63
Daily>By Line Item>Adjustments,Columns,Hist Fm Sz,Historical Head of Household Family Size,158,63
Daily>By Line Item>Adjustments,Columns,Hist Fm Inc,Historical Head of Household Family Income,159,63
Daily>By Line Item>Adjustments,Columns,Fm Sz,Head of Household Family Size,160,63
Daily>By Line Item>Adjustments,Columns,Fm Inc,Head of Household Family Income,161,63
Daily>By Line Item>Adjustments,Columns,Ref,Refused To Report Income,162,63
Daily>By Line Item>Adjustments,Columns,Disc%,Sliding Fee Discount Percentage,163,63
Daily>By Line Item>Adjustments,Columns,Mrkt Plan Name,Marketing Ran Name,164,63
Daily>By Line Item>Adjustments,Columns,Mrkt Ran Type,Marketing Ran Type,165,63
Daily>By Line Item>Adjustments,Columns,Mrkt Desc,Marketing Description,166,63
Daily>By Line Item>Adjustments,Columns,Mrkt Comments,Marketing Ran Comments,167,63
Daily>By Line Item>Adjustments,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,168,63
Daily>By Line Item>Adjustments,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,169,63
Daily>By Line Item>Adjustments,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,170,63
Daily>By Line Item>Adjustments,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,171,63
Daily>By Line Item>Adjustments,Columns,Crt Dt,Create Date,172,63
Daily>By Line Item>Adjustments,Columns,Created By,Created By,173,63
Daily>By Line Item>Adjustments,Columns,Mod Dt,Last Modified Date,174,63
Daily>By Line Item>Adjustments,Columns,Modified By,Last Modified By,175,63
Daily>By Line Item>Adjustments,Columns,Prim Payer,Primary Payer Name,176,63
Daily>By Line Item>Adjustments,Columns,Modified By,Last Modified By,177,63
Daily>By Line Item>Adjustments,Columns,Prim Payer,Primary Payer Name,178,63
Daily>By Line Item>Adjustments,Columns,Prim Payer Addr 1,,179,63
Daily>By Line Item>Adjustments,Columns,Prim Payer City,,180,63
Daily>By Line Item>Adjustments,Columns,Prim Payer State,,181,63
Daily>By Line Item>Adjustments,Columns,Prim Payer Zip,,182,63
Daily>By Line Item>Adjustments,Columns,Prim Payer Coot,,183,63
Daily>By Line Item>Adjustments,Columns,Prim Payer Coot Pho,,184,63
Daily>By Line Item>Adjustments,Columns,Prim Payer Fax,,185,63
